org.coolreader#120001:	  Not good can't open epub file 
org.coolreader#124210:	   Would be nice if you could use real page numbers. Instead, it ignores the page number and instead calculates the current page by the number of screen flips. This number varies as you change the font, though. I understand the reasoning for doing it this way, but it would be nice if there was an option to also show real page numbers. Also, there is a delay of up to 5 seconds when you change orientation or make any other change that affects the rendering of the page (font type/size, alignment, margins, etc.). Not a huge deal but it is something that can be improved. Also, the localization needs a little bit of work. All in all though, these issues are easy to overlook because this is the most configurable reader you are going to find. I recommend it. 
org.coolreader#124215:	   I really like the versatility of this reader,but every book I have read using it(6 so far) contain spelling errors. It seems to change the first or last letter of some words. Example 'fight' instead of 'right' and things of that nature. It seems to get worse as the page number increases,even replacing the letter 'b' with '6'. Strange and very annoying. 
org.coolreader#124222:	  Crashes repeatedly 
org.coolreader#124225:	  Doesn't support PDF pls fix it 
org.coolreader#124228:	   The Cool Reader app is a fundamentally good concept, but is lacking in actual performance. While reading a document, this app will suddenly jump back to a previous point instead of continuing to the end of the document. 2 stars. Pls fix! 
org.coolreader#124232:	   Works fine til im halfway thru a book then keeps crashing when trying to open. Way too frustrating, and hasnt been fixed. DELETE! 
org.coolreader#124234:	   Pretty good reader but doesnt work with ivona tts engine on the galaxy tab 2 P3100. When I tapped read, it just kept on scanning the text continuously but did not read it. Please fix this. 
org.coolreader#124235:	   When this program was working it was the best thing ever!!! But now it's wasting my time like crazy. I can't get it to work properly and I can't find any technical support!! The "read outloud" function never works. It speeds through the lines without reaading out loud Please contact me if you can help simonlisa@videotron.ca 
org.coolreader#124239:	   This app seemed like a great way to read titles from these two sites, but it can't load the indices. I reported the error to the apps author with screenshots from my Nexus 7 Jellybean 4.2 tablet. No response. 
org.coolreader#124243:	   Can't find any of my books and only opens its own manual. Don't waste your time on this 
org.coolreader#124245:	   Worked fine on my Galaxy Tab 2 7.0 GT-P3113 until update, then screen darkens when I turn the page or take too long reading the page (which is funny, because I'm a really fast reader...) It's not enough to give up the app, just hoping you'll fix this soon. It's kinda annoying... 
