com.fsck.k9#50000:	  Your app will not work on my tcl 5056 n.... Then again I am smart and use a vpn.... Dumb ass 
com.fsck.k9#50406:	   Things that no longer work: - list items don't gray out after reading them - unable to mark or place a star on listed mail - deletion mail from within them doesn't work, moving a piece of mail to a folder doesn't move it - not all mail in list is present 
com.fsck.k9#50409:	   Since the update all I can do is upgrade folders, then it crashes. I hope a fix is coming soon. 
com.fsck.k9#50410:	   Just upgraded to the new version today. Now my "checking for email" speed is at least 10 times slower. What's up? Please fix... I've been very happy with K9 until now. 
com.fsck.k9#50417:	   Keeps losing my settings. I filed a bug report and they ignored it. Also the settings import is broken, so I have to keep manually setting it up every few weeks. Very frustrating. 
com.fsck.k9#50423:	   You can't use the star on the right side to star a message, because you will hit the hitbox of the scrollbar and scroll to that position. Works neither in portrait nor in landscape mode :( besides that, the app is truly amazing ! 
com.fsck.k9#50430:	   Been using this for years but the time is right to move on. Just too poor and old. And it's starting to be a pain. Also, what's the point in spam folder when you can't mark things as spam? Could be a little more simple when setting up (like auto poll not working until background sync is set to always) but once sorted it's a good mail client (other than the above issues). But it's never going to evolve. Bye, was good to begin with. 
com.fsck.k9#50431:	   But it doesn't work with 2 step encryption now, can't even log in... 
com.fsck.k9#50433:	   It has worked well for me across many different phones, but push notifications have stopped working for some time and I'm missing emails, so I've had to move to another app. 
com.fsck.k9#50442:	   But it's been crashing and hanging constantly, and it takes FOREVER to get thru my email. Needs serious fixes! 
com.fsck.k9#50448:	   works pretty good. looks ugly. battery hog. im a long time user and have recently switched to bluemail because of battery drain issues. goodbye, k-9 mail. 
com.fsck.k9#50453:	   a few glitches. sometimes mail gets stuck in the outbox or fails to delete messages or fails to load a message. it seems that the developers have given up on it. its main advantage is that it does not seem to snoop on user's data and has no ads. 
com.fsck.k9#50458:	   Google's Gmail app and Samsung's email app are terrible so here I am. My only (small) gripe with K9 is that the long press is too sensitive and calendar items don't open in my calendar app. 
com.fsck.k9#50462:	   Using google pixel, the app auto defaults to "syncing disabled" I have to manually refresh the sync. Running marshmallow, will update if it gets fixed 
com.fsck.k9#50465:	   1. Now facing an error on android 6.0 Attachment cannot be saved and save path cannot be changed.... 2. Just a little wish: I would like an option to give unique notification sounds for messages. Not the default system sound which is for sms. 
com.fsck.k9#50466:	  Works great. Never had a problem so far. Full of features, but you have to take the time to go through them. 
com.fsck.k9#50470:	  good. some bugs happens, not often. 
com.fsck.k9#50473:	   What happened to My gmail. I've been using this app for years because it gave me some accessibility with the dark mode but last week all my Gmail accounts are no longer downloading, just aol now. So I left and found BlueMail which now also has this accessibility dark mode. 4 days no email from google does any one even support this app anymore. YOU NEED TO FIX IT. 
com.fsck.k9#50475:	   With Yahoo and Gmail I get not the right user name or password. Tried web address for problems no place to send issue request. Works go on pop3 and Hotmail. Will change star if fixed. 
com.fsck.k9#50479:	   Gmail ok but No connection to yahoo says security issues. Maildroid seems to be only one that handles that correctly 
com.fsck.k9#50480:	   Cannot login to my gmail, guess why. Sorry. 
com.fsck.k9#50485:	   Ver 5.010 "Sync always" does not work when Google auto sync setting are enabled. You have to set k9 to sync when auto sync is on. 
com.fsck.k9#50486:	  I can't connect my work exchange account. I like the app, but I can't use it until I can connect to my work email. 
com.fsck.k9#50488:	   Unfortunately K9 crashes randomly on Android 6.01 (Moto g4 plus). At times the stored emails get corrupted. 
com.fsck.k9#50493:	   Initially worked, it rejected cert. but I accepted the cert having manually checked it with another site.Although could read mail it wouldn't autosync. Can't edit connection after initial setup as far as I can see so reinstalled having read that initially setting up over WiFi may have been the problem (!). Then wouldn't connect at all without WiFi. And wouldn't then connect with WiFi. Attempt to file bug, submit new issue button is greyed out after I type it all in. What a ** waste of my time. 
com.fsck.k9#50494:	  Update doesn't work. 
com.fsck.k9#50503:	   I used this for years, but since it started crashing every day, I'll have to start looking for something better. 
com.fsck.k9#50508:	   Used it long time. When will 'syncing disabled' be fixed? Problem started with android 6. Now on android 7 automatic syncing impossible. And yes, I have tried 'all' suggestions. 
com.fsck.k9#50510:	   The app only checks for mail when I open it, which isn't very useful. Maybe it's caused by me being in China, but given that the mail server is in China also I fail to see why it doesn't work correctly. 
